customer_id,signup_date,country,city,birth_year,gender,acquisition_channel,newsletter_opt_in,loyalty_tier
C005236,2025-05-28,Switzerland,Basel,2001,male,direct,True,Bronze
C005237,2024-03-17,Germany,Berlin,1989,male,social_media,True,Bronze
C005238,2025-04-04,Germany,Bonn,1968,male,referral,True,Silver
C005239,2025-08-13,Germany,Dortmund,1985,male,referral,False,Gold
C005240,2025-07-27,Germany,Dresden,1978,male,direct,True,Bronze
C005241,2023-05-23,Germany,Munich,1991,male,organic_search,True,Bronze
C005242,2025-06-21,Austria,Salzburg,1987,female,direct,True,Bronze
C005243,2025-08-07,Germany,Karlsruhe,1995,male,social_media,True,Bronze
C005244,2025-10-18,Switzerland,Geneva,1963,female,organic_search,True,Bronze
C005245,2023-05-23,Austria,Villach,1956,female,social_media,False,Silver
C005246,2022-11-26,Switzerland,Basel,1974,male,referral,True,Bronze
C005247,2024-04-24,Austria,Vienna,1958,male,social_media,True,Bronze
C005248,2025-09-08,Germany,Cologne,1980,female,email,True,Bronze
C005249,2025-07-25,Germany,Essen,1973,male,paid_search,False,Silver
C005250,2024-04-05,Germany,Muenster,1988,male,direct,True,Bronze
C005251,2022-08-04,Germany,Essen,1990,male,email,False,Bronze
C005252,2023-09-03,Germany,Cologne,2006,male,social_media,False,Bronze
C005253,2024-10-28,Austria,Linz,1955,female,referral,True,Gold
C005254,2024-03-20,Germany,Augsburg,1980,female,social_media,True,Bronze
C005255,2023-05-15,Germany,Muenster,1996,male,paid_search,True,Silver
C005256,2023-05-11,Germany,Hanover,1968,female,affiliate,False,Bronze
C005257,2022-03-28,Germany,Augsburg,1999,male,paid_search,False,Gold
C005258,2023-02-21,Germany,Karlsruhe,1988,male,organic_search,True,Silver
C005259,2024-08-25,Germany,Dortmund,1980,female,email,True,Silver
C005260,2022-12-15,Germany,Augsburg,1960,female,paid_search,True,Bronze
C005261,2025-12-06,Germany,Hamburg,1984,female,organic_search,True,Bronze
C005262,2022-04-30,Switzerland,Winterthur,1955,female,organic_search,True,Silver
C005263,2024-04-30,Germany,Dresden,1971,female,social_media,True,Bronze
C005264,2023-12-19,Germany,Dresden,1974,female,direct,True,Bronze
C005265,2025-04-19,Germany,Wiesbaden,1959,male,affiliate,False,Bronze
C005266,2025-07-06,Germany,Stuttgart,1958,male,referral,False,Silver
C005267,2024-02-25,Germany,Cologne,2001,female,organic_search,True,Silver
C005268,2024-06-29,Germany,Nuremberg,1979,female,email,True,Silver
C005269,2024-10-06,Germany,Bonn,1959,male,organic_search,True,Bronze
C005270,2024-01-23,Germany,Berlin,1971,male,organic_search,False,Bronze
C005271,2022-09-25,Germany,Essen,1985,male,organic_search,True,Silver
C005272,2023-09-12,Germany,Leipzig,2001,male,organic_search,True,Bronze
C005273,2022-12-16,Germany,Karlsruhe,1978,male,organic_search,True,Gold
C005274,2023-11-03,Germany,Augsburg,1964,male,paid_search,True,Silver
C005275,2024-06-07,Germany,Munich,1980,female,paid_search,False,Bronze
C005276,2022-10-30,Austria,Innsbruck,1991,male,direct,False,Bronze
C005277,2022-12-27,Germany,Bonn,,female,direct,True,Bronze
C005278,2025-04-04,Austria,Graz,1987,female,paid_search,True,Silver
C005279,2023-06-30,Austria,Villach,1972,male,social_media,False,Bronze
C005280,2022-10-14,Switzerland,Lucerne,2006,not_specified,social_media,False,Bronze
C005281,2024-10-27,Austria,Graz,1977,female,paid_search,True,Silver
C005282,2024-11-01,Germany,Berlin,1984,male,social_media,True,Silver
C005283,2025-04-08,Switzerland,Bern,1991,male,organic_search,True,Silver
C005284,2025-01-03,Austria,Villach,1996,male,email,True,Gold
C005285,2025-12-04,Germany,Nuremberg,1957,male,social_media,False,Gold
C005286,2024-04-10,Germany,Mannheim,1973,male,social_media,True,Bronze
C005287,2023-02-19,Switzerland,Winterthur,1955,female,direct,False,Silver
C005288,2025-05-31,Germany,Munich,1958,female,direct,True,Bronze
C005289,2023-01-18,Germany,Hamburg,1979,male,paid_search,False,Silver
C005290,2023-02-25,Germany,Hamburg,1976,female,social_media,True,Silver
C005291,2025-04-12,Germany,Muenster,1992,male,paid_search,True,Silver
C005292,2025-06-27,Germany,Muenster,1989,female,social_media,True,Silver
C005293,2023-05-06,Germany,Karlsruhe,2002,female,direct,False,Bronze
C005294,2024-11-19,Germany,Hamburg,1968,female,social_media,True,Bronze
C005295,2025-08-25,Switzerland,Lucerne,1983,female,direct,False,Bronze
C005296,2025-02-28,Germany,Muenster,1962,male,direct,False,Bronze
C005297,2022-01-08,Germany,Mannheim,1977,female,paid_search,True,Silver
C005298,2024-08-18,Germany,Dortmund,1960,male,social_media,True,Bronze
C005299,2022-09-03,Germany,Hamburg,2002,not_specified,social_media,True,Bronze
C005300,2025-05-07,Switzerland,Basel,1982,male,organic_search,True,Bronze
C005301,2022-04-07,Germany,Frankfurt,1958,female,paid_search,True,Silver
C005302,2025-12-06,Germany,Nuremberg,1972,female,social_media,False,Bronze
C005303,2022-09-14,Austria,Villach,1995,female,direct,False,Gold
C005304,2023-08-31,Germany,Essen,1994,male,direct,False,Bronze
C005305,2022-12-05,Germany,Berlin,1993,male,paid_search,True,Bronze
C005306,2025-03-22,Germany,Leipzig,1988,male,organic_search,True,Bronze
C005307,2023-07-23,Germany,Mannheim,2006,female,direct,True,Bronze
C005308,2024-12-11,Austria,Innsbruck,2003,male,email,True,Bronze
C005309,2022-04-08,Germany,Berlin,1975,male,direct,True,Gold
C005310,2023-10-17,Germany,Leipzig,2005,male,organic_search,False,Bronze
C005311,2025-08-09,Germany,Leipzig,1990,female,direct,True,Platinum
C005312,2025-09-01,Austria,Vienna,1955,female,organic_search,False,Silver
C005313,2022-10-29,Germany,Dusseldorf,1993,not_specified,direct,True,Bronze
C005314,2023-07-24,Germany,Karlsruhe,1967,female,affiliate,True,Bronze
C005315,2023-08-15,Germany,Munich,1999,female,email,False,Bronze
C005316,2024-03-28,Germany,Bremen,1967,not_specified,social_media,True,Platinum
C005317,2024-02-16,Germany,Nuremberg,1979,male,email,True,Silver
C005318,2022-06-03,Germany,Nuremberg,2000,female,referral,False,Silver
C005319,2025-01-07,Germany,Dusseldorf,1995,female,referral,True,Gold
C005320,2022-11-23,Germany,Dresden,1961,male,paid_search,False,Bronze
C005321,2023-04-01,Germany,Bonn,,female,paid_search,True,Bronze
C005322,2025-04-29,Germany,Hanover,1976,female,paid_search,True,Silver
C005323,2024-09-23,Germany,Karlsruhe,1982,female,social_media,True,Bronze
C005324,2023-07-28,Germany,Frankfurt,1957,female,paid_search,True,Gold
C005325,2025-08-11,Switzerland,Zurich,1956,female,paid_search,True,Silver
C005326,2023-07-24,Germany,Wiesbaden,1979,female,affiliate,True,Bronze
C005327,2024-03-28,Germany,Bonn,1973,female,email,True,Silver
C005328,2022-12-22,Germany,Dortmund,1956,male,social_media,False,Gold
C005329,2022-09-22,Germany,Dresden,1959,female,social_media,False,Bronze
C005330,2023-12-12,Germany,Wiesbaden,1992,female,social_media,False,Gold
C005331,2024-03-24,Austria,Villach,1985,male,organic_search,False,Bronze
C005332,2025-03-10,Germany,Karlsruhe,1981,female,organic_search,True,Bronze
C005333,2023-07-19,Germany,Dresden,1984,female,email,True,Gold
C005334,2025-07-17,Germany,Bonn,2006,female,direct,True,Gold
C005335,2024-05-27,Germany,Dresden,1979,male,social_media,True,Silver
C005336,2022-04-12,Germany,Essen,2006,female,direct,False,Silver
C005337,2024-12-04,Germany,Nuremberg,1970,male,organic_search,False,Bronze
C005338,2024-04-10,Germany,Berlin,1995,male,organic_search,False,Bronze
C005339,2023-07-17,Austria,Klagenfurt,1987,female,social_media,True,Bronze
C005340,2023-11-07,Germany,,1970,male,organic_search,True,Silver
C005341,2023-03-13,Germany,Bremen,1961,not_specified,paid_search,True,Silver
C005342,2024-06-06,Switzerland,Bern,1960,female,social_media,True,Silver
C005343,2024-03-30,Germany,Dusseldorf,1989,not_specified,organic_search,False,Bronze
C005344,2023-10-09,Germany,Dusseldorf,1963,female,organic_search,False,Silver
C005345,2023-02-17,Germany,Cologne,1987,male,organic_search,True,Bronze
C005346,2023-07-31,Switzerland,Zurich,1990,male,social_media,True,Bronze
C005347,2023-12-21,Germany,Augsburg,1993,male,direct,False,Bronze
C005348,2023-11-13,Germany,Bremen,1961,male,referral,False,Bronze
C005349,2023-03-23,Germany,Nuremberg,1961,male,email,True,Bronze
C005350,2024-04-20,Germany,Cologne,1969,female,organic_search,True,Bronze
C005351,2022-11-24,Germany,Augsburg,1980,female,email,True,Silver
C005352,2023-12-25,Germany,Dusseldorf,1959,female,email,True,Silver
C005353,2022-06-25,Austria,Salzburg,1980,female,organic_search,True,Silver
C005354,2023-11-14,Germany,Bremen,1957,male,email,False,Silver
C005355,2025-02-06,Germany,Bonn,1962,male,social_media,True,Bronze
C005356,2025-03-27,Germany,Munich,1975,not_specified,affiliate,True,Silver
C005357,2024-09-30,Germany,Wiesbaden,1984,female,organic_search,True,Bronze
C005358,2024-12-13,Germany,Munich,1976,female,organic_search,False,Bronze
C005359,2022-04-06,Germany,Hanover,1991,male,email,True,Bronze
C005360,2023-05-09,Germany,Frankfurt,1964,male,email,False,Bronze
C005361,2024-08-03,Austria,Villach,,female,paid_search,True,Silver
C005362,2025-03-02,Germany,Dresden,2002,male,social_media,True,Silver
C005363,2024-04-22,Germany,Wiesbaden,1977,male,affiliate,False,Silver
C005364,2025-05-18,Austria,Villach,1986,female,organic_search,False,Bronze
C005365,2023-01-30,Germany,Stuttgart,1992,male,email,False,Gold
C005366,2022-08-10,Austria,Graz,1970,female,organic_search,True,Gold
C005367,2022-05-05,Austria,Vienna,1958,female,referral,True,Bronze
C005368,2024-04-21,Germany,Bonn,,female,social_media,True,Silver
C005369,2024-08-19,Germany,,1990,not_specified,organic_search,False,Bronze
C005370,2023-02-17,Germany,Cologne,1983,male,paid_search,False,Bronze
C005371,2025-02-06,Austria,Villach,2000,not_specified,referral,True,Gold
C005372,2024-12-04,Germany,Hanover,1978,male,social_media,True,Bronze
C005373,2023-06-05,Switzerland,Lausanne,1957,female,affiliate,False,Bronze
C005374,2022-12-12,Germany,Munich,1994,male,social_media,True,Bronze
C005375,2024-12-08,Germany,Karlsruhe,1996,male,social_media,True,Bronze
C005376,2024-08-28,Germany,Karlsruhe,1974,female,organic_search,True,Bronze
C005377,2022-09-04,Switzerland,Zurich,1965,female,direct,True,Gold
C005378,2023-01-04,Germany,Bonn,1996,male,referral,True,Gold
C005379,2023-12-04,Germany,Dusseldorf,1957,male,organic_search,True,Bronze
C005380,2024-01-09,Austria,Innsbruck,1955,male,organic_search,True,Bronze
C005381,2022-08-28,Germany,Stuttgart,1998,male,social_media,True,Gold
C005382,2025-10-02,Germany,Berlin,1967,female,referral,False,Bronze
C005383,2023-07-16,Austria,Klagenfurt,1995,female,referral,True,Bronze
C005384,2023-07-05,Austria,Klagenfurt,1982,female,organic_search,False,Bronze
C005385,2022-03-29,Germany,Nuremberg,2003,female,email,False,Silver
C005386,2025-06-19,Germany,Cologne,1998,female,affiliate,False,Silver
C005387,2022-12-06,Germany,Essen,1980,female,email,True,Gold
C005388,2025-11-27,Germany,Bremen,1993,male,social_media,False,Bronze
C005389,2023-12-18,Germany,Mannheim,1963,male,email,False,Bronze
C005390,2025-06-18,Germany,Mannheim,2003,female,social_media,True,Bronze
C005391,2022-09-16,Germany,Augsburg,2002,male,organic_search,True,Bronze
C005392,2022-08-28,Germany,Hanover,1968,male,social_media,True,Silver
C005393,2025-03-03,Austria,Villach,1982,female,referral,False,Bronze
C005394,2025-03-30,Germany,Karlsruhe,2002,male,email,True,Bronze
C005395,2024-02-24,Germany,Frankfurt,1971,female,social_media,True,Bronze
C005396,2022-02-16,Switzerland,Bern,1960,female,email,True,Silver
C005397,2025-09-25,Austria,Vienna,,male,direct,False,Bronze
C005398,2023-07-23,Germany,Mannheim,1965,male,organic_search,False,Gold
C005399,2025-09-14,Switzerland,Geneva,1963,female,direct,False,Silver
C005400,2025-06-12,Germany,Stuttgart,1979,male,social_media,True,Silver
C005401,2025-05-15,Germany,Dresden,1979,female,paid_search,True,Gold
C005402,2024-09-22,Germany,Leipzig,1965,female,email,True,Silver
C005403,2024-08-30,Germany,Hanover,2000,female,affiliate,True,Bronze
C005404,2024-02-09,Germany,Bremen,1956,female,paid_search,False,Silver
C005405,2022-02-05,Germany,Hanover,2002,female,referral,True,Bronze
C005406,2023-07-15,Austria,Innsbruck,1988,male,direct,True,Bronze
C005407,2024-11-21,Germany,Frankfurt,1968,female,organic_search,False,Bronze
C005408,2025-03-19,Germany,Nuremberg,1976,female,direct,True,Bronze
C005409,2024-03-19,Germany,Muenster,1959,female,direct,False,Gold
C005410,2024-10-22,Germany,Dresden,2002,male,email,False,Bronze
C005411,2022-02-01,Switzerland,Bern,1991,female,organic_search,False,Bronze
C005412,2023-11-08,Germany,Bonn,2006,male,organic_search,True,Bronze
C005413,2024-01-04,Austria,Vienna,1957,female,email,True,Bronze
C005414,2025-07-13,Germany,Cologne,2003,male,organic_search,False,Gold
C005415,2023-03-26,Germany,Dresden,1998,female,organic_search,True,Bronze
C005416,2022-11-29,Germany,Leipzig,1981,female,social_media,False,Bronze
C005417,2023-05-25,Germany,Nuremberg,1987,not_specified,paid_search,False,Bronze
C005418,2022-09-04,Austria,Villach,1971,male,paid_search,True,Bronze
C005419,2024-03-17,Germany,Mannheim,,male,referral,True,Silver
C005420,2024-07-17,Germany,Frankfurt,2004,female,social_media,True,Bronze
C005421,2025-03-03,Germany,Dusseldorf,1997,female,social_media,False,Silver
C005422,2025-11-05,Germany,Munich,1974,female,organic_search,True,Silver
C005423,2022-04-17,Germany,Hamburg,1983,female,direct,True,Bronze
C005424,2022-12-24,Germany,Bonn,1974,female,organic_search,True,Silver
C005425,2023-03-11,Germany,,1973,female,referral,True,Bronze
C005426,2022-12-27,Germany,Cologne,1988,female,organic_search,False,Bronze
C005427,2025-04-10,Austria,Innsbruck,1976,male,email,True,Bronze
C005428,2022-07-21,Germany,Essen,1987,male,organic_search,True,Bronze
C005429,2022-02-12,Germany,Augsburg,2005,male,organic_search,False,Silver
C005430,2025-05-28,Austria,Innsbruck,1960,female,organic_search,True,Bronze
C005431,2025-10-21,Austria,Graz,1975,female,email,True,Bronze
C005432,2022-11-24,Germany,Essen,1964,female,organic_search,False,Gold
C005433,2023-04-26,Switzerland,Geneva,1958,male,paid_search,True,Bronze
C005434,2023-12-29,Austria,Villach,1955,male,direct,True,Bronze
C005435,2024-01-30,Germany,Bremen,1974,male,social_media,True,Silver
C005436,2025-12-02,Germany,Augsburg,1960,male,paid_search,False,Bronze
C005437,2023-08-08,Germany,Bremen,1992,male,organic_search,True,Bronze
C005438,2022-01-18,Germany,Bremen,1972,male,organic_search,False,Bronze
C005439,2023-09-03,Switzerland,Geneva,1966,female,social_media,True,Silver
C005440,2024-03-15,Germany,Muenster,2004,male,affiliate,True,Silver
C005441,2024-01-17,Germany,Nuremberg,1987,male,organic_search,False,Gold
C005442,2024-01-11,Switzerland,Basel,1996,female,paid_search,True,Silver
C005443,2025-08-26,Germany,Karlsruhe,1995,male,affiliate,False,Platinum
C005444,2025-03-12,Germany,Frankfurt,,male,affiliate,False,Bronze
C005445,2022-12-30,Switzerland,Zurich,1987,male,social_media,False,Bronze
C005446,2023-05-29,Germany,Nuremberg,1961,male,social_media,True,Gold
C005447,2024-08-22,Germany,Bonn,1982,male,email,True,Platinum
C005448,2023-08-16,Germany,Dresden,2006,male,organic_search,False,Gold
C005449,2023-09-12,Switzerland,Bern,1965,female,paid_search,False,Silver
C005450,2022-08-31,Germany,Stuttgart,1992,male,organic_search,False,Bronze
C005451,2023-01-03,Germany,Stuttgart,1957,female,paid_search,True,Bronze
C005452,2024-12-06,Germany,Leipzig,1982,male,social_media,False,Bronze
C005453,2025-05-03,Austria,Graz,1961,male,organic_search,True,Silver
C005454,2025-02-07,Germany,Frankfurt,2005,male,paid_search,True,Bronze
C005455,2023-03-21,Germany,Berlin,1978,female,paid_search,True,Gold
C005456,2022-07-17,Switzerland,Geneva,2004,female,direct,True,Silver
C005457,2022-08-19,Germany,Bremen,2001,female,organic_search,True,Bronze
C005458,2023-07-23,Germany,Leipzig,1961,female,paid_search,False,Bronze
C005459,2024-01-19,Germany,Dortmund,1981,male,direct,True,Bronze
C005460,2025-07-14,Germany,Wiesbaden,1988,female,social_media,False,Gold
C005461,2025-07-22,Germany,Berlin,1977,male,paid_search,False,Bronze
C005462,2022-01-04,Germany,Karlsruhe,1990,male,email,False,Bronze
C005463,2024-10-19,Germany,Berlin,1978,male,social_media,True,Silver
C005464,2023-03-08,Germany,Bremen,1999,male,organic_search,True,Silver
C005465,2022-10-13,Austria,Vienna,1987,female,social_media,False,Bronze
C005466,2024-03-13,Germany,Essen,1980,male,organic_search,False,Silver
C005467,2022-02-19,Austria,Villach,1999,male,organic_search,True,Bronze
C005468,2023-04-28,Germany,Berlin,1990,male,referral,True,Silver
C005469,2024-03-08,Germany,Bremen,1969,female,referral,True,Bronze
C005470,2023-01-29,Germany,Essen,1973,female,paid_search,True,Silver
C005471,2024-05-07,Germany,Essen,1959,female,organic_search,False,Bronze
C005472,2023-10-27,Germany,Hanover,1975,female,organic_search,False,Silver
C005473,2025-03-01,Germany,Dusseldorf,1984,female,referral,True,Bronze
C005474,2022-09-20,Austria,Klagenfurt,1984,male,email,True,Bronze
C005475,2022-03-24,Germany,Frankfurt,1996,female,referral,True,Bronze
C005476,2024-02-05,Germany,Leipzig,1966,female,organic_search,False,Bronze
C005477,2023-01-07,Germany,Essen,1975,male,organic_search,True,Gold
C005478,2024-10-18,Austria,Villach,1996,male,organic_search,True,Silver
C005479,2022-05-15,Germany,Bremen,1992,female,referral,True,Bronze
C005480,2024-04-11,Germany,Karlsruhe,1980,male,organic_search,True,Bronze
C005481,2025-12-01,Germany,Munich,1996,male,email,True,Bronze
C005482,2022-05-15,Germany,Hamburg,1999,female,email,False,Platinum
C005483,2023-03-13,Germany,Bremen,1977,male,referral,True,Bronze
C005484,2025-05-05,Germany,Wiesbaden,1995,female,organic_search,True,Silver
C005485,2024-02-11,Germany,Frankfurt,1966,female,email,True,Bronze
C005486,2022-09-10,Austria,Graz,,female,direct,True,Silver
C005487,2022-11-04,Germany,Munich,1967,male,social_media,False,Silver
C005488,2025-01-10,Germany,Wiesbaden,1990,male,referral,True,Bronze
C005489,2025-05-28,Germany,Hamburg,1974,female,paid_search,True,Bronze
C005490,2023-06-06,Austria,Innsbruck,1999,female,organic_search,False,Silver
C005491,2023-11-16,Germany,Leipzig,2002,not_specified,paid_search,False,Bronze
C005492,2025-02-05,Germany,Dortmund,1972,male,email,False,Gold
C005493,2022-09-13,Austria,Innsbruck,1956,female,organic_search,True,Bronze
C005494,2022-10-26,Germany,Dortmund,1992,male,social_media,True,Bronze
C005495,2025-01-24,Germany,Berlin,,male,organic_search,False,Bronze
C005496,2022-09-27,Germany,Dresden,2003,male,direct,True,Silver
C005497,2025-01-18,Germany,Berlin,1967,male,direct,True,Silver
C005498,2023-12-20,Germany,Karlsruhe,1956,female,social_media,True,Gold
C005499,2025-12-01,Germany,Wiesbaden,1958,male,paid_search,False,Bronze
C005500,2022-02-17,Germany,Karlsruhe,1980,male,referral,False,Platinum
C005501,2025-09-28,Germany,Dortmund,1969,male,direct,True,Silver
C005502,2022-11-22,Switzerland,Basel,1962,male,email,False,Bronze
C005503,2022-02-20,Germany,Dresden,1965,female,direct,True,Bronze
C005504,2024-11-12,Switzerland,Winterthur,1975,female,social_media,False,Bronze
C005505,2024-02-09,Germany,Mannheim,1957,female,organic_search,False,Bronze
C005506,2025-04-25,Austria,Salzburg,1998,male,affiliate,True,Gold
C005507,2022-06-06,Switzerland,Winterthur,2004,male,direct,True,Gold
C005508,2022-04-27,Germany,Dortmund,1965,male,direct,False,Silver
C005509,2024-03-30,Germany,Mannheim,1984,female,direct,False,Bronze
C005510,2025-06-28,Germany,Frankfurt,1956,female,organic_search,False,Bronze
C005511,2023-08-10,Germany,Essen,1959,male,affiliate,True,Bronze
C005512,2025-02-26,Germany,Karlsruhe,1969,not_specified,social_media,False,Bronze
C005513,2025-08-02,Switzerland,Geneva,1999,male,organic_search,True,Bronze
C005514,2025-06-10,Germany,Hanover,1995,female,email,False,Silver
C005515,2024-01-06,Germany,Stuttgart,1991,male,organic_search,True,Silver
C005516,2024-10-06,Germany,Dortmund,1960,female,paid_search,True,Gold
C005517,2024-01-30,Germany,Dusseldorf,1966,male,paid_search,False,Bronze
C005518,2024-09-01,Germany,Nuremberg,1985,female,direct,True,Bronze
C005519,2024-03-30,Germany,Mannheim,1974,female,email,True,Silver
C005520,2024-01-29,Germany,Augsburg,1993,female,affiliate,True,Silver
C005521,2023-09-24,Germany,Leipzig,1983,female,organic_search,False,Bronze
C005522,2024-08-01,Germany,Cologne,1984,male,direct,True,Silver
C005523,2024-12-21,Germany,Wiesbaden,1984,female,organic_search,True,Silver
C005524,2025-08-21,Germany,Leipzig,2003,male,paid_search,False,Bronze
C005525,2024-06-05,Germany,Nuremberg,1983,female,direct,False,Silver
C005526,2022-05-26,Germany,Leipzig,1994,female,organic_search,True,Bronze
C005527,2024-04-28,Germany,Karlsruhe,1980,male,affiliate,False,Silver
C005528,2023-04-02,Austria,Vienna,1959,male,email,True,Platinum
C005529,2022-02-08,Germany,Berlin,1983,male,social_media,False,Silver
C005530,2022-04-15,Germany,Dusseldorf,1999,male,affiliate,True,Silver
C005531,2024-05-04,Switzerland,Basel,1994,female,email,True,Bronze
C005532,2025-09-27,Switzerland,Winterthur,1983,male,paid_search,True,Bronze
C005533,2024-01-01,Germany,Essen,2004,male,email,True,Gold
C005534,2023-10-06,Switzerland,Geneva,2005,male,organic_search,False,Gold
C005535,2022-05-09,Germany,Hamburg,2004,female,direct,True,Bronze
C005536,2024-09-02,Germany,Karlsruhe,2006,female,email,False,Bronze
C005537,2022-03-22,Germany,Bremen,1972,male,email,False,Bronze
C005538,2025-04-30,Germany,Muenster,1963,female,social_media,False,Bronze
C005539,2025-03-25,Germany,Dusseldorf,1978,female,direct,True,Bronze
C005540,2025-12-02,Switzerland,Geneva,1967,male,referral,False,Bronze
C005541,2023-02-15,Germany,Stuttgart,1963,male,social_media,True,Bronze
C005542,2022-08-22,Germany,Dortmund,1988,male,social_media,True,Bronze
C005543,2023-03-09,Germany,Munich,1960,female,social_media,True,Bronze
C005544,2025-03-01,Germany,Munich,1957,female,direct,True,Bronze
C005545,2022-11-13,Austria,Klagenfurt,1964,not_specified,direct,False,Gold
C005546,2025-07-06,Germany,Nuremberg,1975,female,email,True,Bronze
C005547,2022-08-11,Germany,Bremen,1989,male,affiliate,True,Gold
C005548,2022-03-12,Germany,Essen,2006,female,affiliate,False,Bronze
C005549,2022-11-13,Germany,Essen,1987,male,email,False,Silver
C005550,2024-12-25,Germany,Dresden,1982,male,social_media,True,Bronze
C005551,2024-05-20,Germany,Stuttgart,,female,social_media,True,Silver
C005552,2023-05-28,Germany,Mannheim,1972,male,social_media,True,Bronze
C005553,2024-08-05,Germany,Berlin,1987,female,direct,True,Silver
C005554,2024-07-26,Germany,Mannheim,1964,female,email,False,Gold
C005555,2024-03-12,Germany,Mannheim,1959,female,email,True,Gold
C005556,2024-01-13,Germany,Bremen,1994,female,direct,True,Silver
C005557,2022-05-27,Austria,Linz,2006,male,email,False,Bronze
C005558,2023-01-11,Germany,Augsburg,2003,female,direct,True,Bronze
C005559,2024-02-02,Germany,Karlsruhe,1989,male,organic_search,True,Gold
C005560,2022-07-15,Switzerland,Lucerne,2003,male,social_media,False,Bronze
C005561,2023-11-19,Germany,Berlin,1994,female,referral,True,Bronze
C005562,2022-06-18,Switzerland,Bern,1958,female,direct,True,Bronze
C005563,2025-02-11,Germany,Berlin,1975,male,social_media,True,Silver
C005564,2022-05-30,Switzerland,Zurich,1958,male,paid_search,False,Bronze
C005565,2022-05-14,Germany,Hamburg,1968,male,organic_search,False,Bronze
C005566,2024-07-10,Austria,Klagenfurt,2006,male,paid_search,True,Bronze
C005567,2022-11-15,Germany,Bonn,1997,female,direct,True,Bronze
C005568,2023-05-23,Germany,Augsburg,2004,male,social_media,True,Silver
C005569,2023-03-31,Germany,Hanover,1980,female,referral,True,Silver
C005570,2022-11-10,Germany,Dresden,1966,male,social_media,False,Bronze
C005571,2025-01-05,Germany,Cologne,1974,female,email,False,Bronze
C005572,2024-09-26,Switzerland,Bern,1965,female,affiliate,True,Bronze
C005573,2022-12-12,Germany,Wiesbaden,2005,female,social_media,False,Bronze
C005574,2024-09-19,Germany,Leipzig,1985,male,affiliate,True,Silver
C005575,2024-10-27,Germany,Nuremberg,1957,male,direct,False,Bronze
C005576,2024-02-19,Germany,Bremen,1971,female,paid_search,True,Platinum
C005577,2024-04-15,Switzerland,Lausanne,1980,not_specified,organic_search,False,Bronze
C005578,2025-09-13,Germany,Mannheim,1992,female,direct,True,Bronze
C005579,2023-10-18,Germany,Stuttgart,2001,male,paid_search,True,Silver
C005580,2023-07-11,Germany,Augsburg,1965,female,paid_search,False,Bronze
C005581,2024-02-18,Germany,Muenster,1991,female,paid_search,True,Bronze
C005582,2025-04-22,Germany,Munich,1996,female,email,False,Bronze
C005583,2024-10-22,Germany,Bremen,1995,female,paid_search,True,Gold
C005584,2022-04-19,Germany,Berlin,1969,male,referral,False,Bronze
C005585,2023-10-26,Austria,Linz,1972,male,organic_search,True,Bronze
C005586,2024-12-05,Germany,Leipzig,1962,not_specified,direct,False,Bronze
C005587,2022-11-20,Germany,Nuremberg,1985,female,paid_search,True,Bronze
C005588,2025-11-29,Germany,Leipzig,1972,female,paid_search,True,Bronze
C005589,2025-03-13,Germany,Leipzig,1976,female,paid_search,False,Silver
C005590,2025-05-08,Austria,Klagenfurt,1956,male,direct,False,Bronze
C005591,2022-04-29,Germany,Mannheim,2004,female,organic_search,False,Bronze
C005592,2024-04-17,Germany,Berlin,1988,male,social_media,True,Gold
C005593,2024-02-02,Germany,Dusseldorf,1967,female,referral,True,Bronze
C005594,2024-06-24,Germany,Mannheim,1958,male,organic_search,False,Bronze
C005595,2025-05-13,Germany,Munich,1975,male,social_media,True,Silver
C005596,2023-05-26,Germany,Bremen,1962,female,organic_search,False,Bronze
C005597,2024-02-11,Germany,Essen,1964,male,social_media,True,Bronze
C005598,2024-09-08,Germany,Nuremberg,1996,female,referral,True,Bronze
C005599,2024-12-24,Germany,Nuremberg,1957,female,email,False,Bronze
C005600,2025-01-18,Germany,Bremen,1981,male,organic_search,True,Bronze
C005601,2023-05-02,Germany,Dortmund,1995,not_specified,organic_search,False,Bronze
C005602,2025-12-13,Germany,Mannheim,1985,female,organic_search,True,Silver
C005603,2022-01-14,Germany,Leipzig,1961,female,social_media,True,Bronze
C005604,2023-12-13,Germany,Dortmund,1969,female,social_media,True,Bronze
C005605,2024-05-29,Germany,Dortmund,1963,female,paid_search,False,Bronze
C005606,2022-03-30,Germany,Dusseldorf,2005,female,email,False,Bronze
C005607,2023-10-14,Germany,Hanover,1990,male,organic_search,True,Bronze
C005608,2024-05-11,Germany,Hanover,2006,male,organic_search,False,Bronze
C005609,2024-05-28,Germany,Augsburg,1962,male,organic_search,False,Silver
C005610,2022-06-21,Germany,Dortmund,1974,male,email,True,Bronze
C005611,2023-02-05,Germany,Mannheim,1973,male,organic_search,True,Bronze
C005612,2022-12-20,Germany,Dusseldorf,1995,female,paid_search,True,Bronze
C005613,2024-07-13,Germany,Muenster,1958,female,affiliate,False,Bronze
C005614,2023-04-21,Germany,Wiesbaden,1996,male,paid_search,True,Bronze
C005615,2024-04-05,Germany,Dresden,1979,male,paid_search,False,Bronze
C005616,2024-11-22,Germany,Bonn,2002,female,social_media,False,Silver
C005617,2025-02-26,Switzerland,Bern,1972,male,organic_search,False,Bronze
